City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Vestmanna,FO,62.1564,-7.1664,50.92,100,90,13.8,mist
461,San Buenaventura,MX,27.0833,-101.5333,81.52,44,1,0.0,clear sky
462,Panji,ID,-7.7253,114.0995,74.53,74,12,6.51,few clouds
463,Kandi,BJ,11.1342,2.9386,84.6,55,99,4.36,overcast clouds
464,Svetlyy,RU,54.675,20.1347,46.45,64,44,9.78,scattered clouds
465,Chandia,IN,23.65,80.7,76.93,71,11,3.53,few clouds
466,Hella,NO,67.2,14.4333,43.88,78,75,9.22,broken clouds
467,Stende,LV,57.15,22.5333,50.74,61,48,7.85,scattered clouds
468,Burla,IN,21.5,83.8667,79.23,82,37,3.13,scattered clouds
469,Seymchan,RU,62.8833,152.4333,18.28,73,24,3.0,few clouds
470,Katherine,AU,-14.4667,132.2667,86.32,32,80,5.75,broken clouds
471,Solnechnyy,RU,50.7214,136.6319,37.31,65,99,4.59,overcast clouds
472,Ambilobe,MG,-13.2,49.05,73.94,86,75,3.53,moderate rain
473,Labuhan,ID,-6.8844,112.2051,78.49,73,19,8.28,few clouds
474,Wanlaweyn,SO,2.6185,44.8938,77.61,71,72,18.28,broken clouds
475,Portel,BR,-1.9356,-50.8211,97.11,34,21,6.02,few clouds
476,Connersville,US,39.6412,-85.1411,74.66,79,100,6.26,overcast clouds
477,Mnogovershinnyy,RU,53.9353,139.9242,31.14,72,100,3.91,overcast clouds
478,Chicama,PE,-7.8447,-79.1469,63.14,61,76,11.27,broken clouds
479,Concepcion Del Uruguay,AR,-32.4825,-58.2372,64.98,41,9,5.99,clear sky
480,Kuryk,KZ,43.2,51.65,52.43,39,72,13.15,broken clouds
481,Ancud,CL,-41.8697,-73.8203,58.53,67,5,5.35,clear sky
482,Westport,US,41.1415,-73.3579,75.74,69,75,1.99,broken clouds
483,Platteville,US,42.7342,-90.4785,65.59,97,100,5.14,moderate rain
484,Caxito,AO,-8.5785,13.6643,77.65,78,51,6.46,broken clouds
485,Egvekinot,RU,66.3167,-179.1667,21.87,87,100,8.63,overcast clouds
486,Kingaroy,AU,-26.5333,151.8333,51.84,93,88,0.0,overcast clouds
487,The Pas,CA,53.8251,-101.2541,55.42,62,1,23.02,clear sky
488,Saint Marys,US,30.7305,-81.5465,88.0,76,90,5.01,overcast clouds
489,Arica,CL,-18.475,-70.3042,72.95,63,20,16.11,few clouds
490,Santana Do Livramento,BR,-30.8908,-55.5328,61.83,52,32,10.71,scattered clouds
491,Murmino,RU,54.6036,40.0544,40.37,67,1,4.16,clear sky
492,Provideniya,RU,64.3833,-173.3,35.74,98,100,7.14,overcast clouds
493,Ponta Delgada,PT,37.7333,-25.6667,74.5,94,75,3.44,broken clouds
494,Eshowe,ZA,-28.8865,31.4699,62.4,82,80,12.97,broken clouds
495,Nanortalik,GL,60.1432,-45.2371,40.55,61,60,2.55,broken clouds
496,Porto Velho,BR,-8.7619,-63.9039,93.25,43,20,3.44,few clouds
497,Sur,OM,22.5667,59.5289,82.9,56,0,2.59,clear sky
498,Burgos,ES,42.3394,-3.7079,66.61,39,0,10.36,clear sky
499,Celendin,PE,-6.8703,-78.1517,72.12,56,76,5.01,light rain
500,Alta Floresta,BR,-9.8756,-56.0861,96.62,52,40,4.61,scattered clouds
501,Mehamn,NO,71.0357,27.8492,39.38,65,75,16.11,broken clouds
502,Mutis,CO,6.2262,-77.4044,79.07,88,100,10.31,light rain
503,Komsomolskiy,UZ,40.4272,71.7189,56.12,82,40,2.3,light intensity shower rain
504,Kontagora,NG,10.3999,5.4695,80.56,71,100,5.17,overcast clouds
505,Belen,TR,36.4891,36.2233,70.03,37,0,0.0,clear sky
506,Maloy,NO,61.9353,5.1136,57.85,80,100,7.0,light rain
507,Wanaka,NZ,-44.7,169.15,52.11,72,95,3.0,moderate rain
508,Zyryanka,RU,65.75,150.85,16.47,81,59,6.67,broken clouds
509,Darnah,LY,32.767,22.6367,72.81,57,0,3.87,clear sky
510,Sao Sebastiao,BR,-23.76,-45.4097,67.75,91,98,8.16,overcast clouds
511,Hauterive,FR,46.0901,3.4459,58.78,89,70,4.65,broken clouds
512,Pastos Bons,BR,-6.6017,-44.0767,102.79,15,19,3.83,few clouds
513,Biryusinsk,RU,55.9634,97.8235,35.2,93,100,12.12,overcast clouds
514,Krasnoarmeysk,RU,51.0239,45.6969,43.29,53,0,6.17,clear sky
515,Flin Flon,CA,54.7682,-101.865,53.44,62,75,17.27,smoke
516,Bonfim,BR,3.0833,-59.95,94.93,40,81,4.76,broken clouds
517,Tigil,RU,57.8,158.6667,29.91,94,86,5.95,overcast clouds
518,Scarborough,GB,54.2797,-0.4044,66.07,84,36,1.99,scattered clouds
519,Ukiah,US,39.1502,-123.2078,62.02,61,1,0.0,clear sky
520,Vostok,RU,46.4856,135.8833,35.47,91,64,5.68,broken clouds
521,Kisangani,CD,0.5167,25.2,76.14,81,78,2.08,broken clouds
522,Yulara,AU,-25.2406,130.9889,64.24,59,0,4.61,clear sky
523,Picton,AU,-34.1833,150.6,60.03,82,89,1.45,overcast clouds
524,Nizhnevartovsk,RU,60.9344,76.5531,39.22,100,0,6.71,clear sky
525,Filingue,NE,14.3521,3.3168,97.95,14,88,4.03,overcast clouds
526,Saint-Pierre,RE,-21.3393,55.4781,69.48,87,94,5.75,light rain
527,Harindanga,IN,22.0383,88.3214,84.18,85,61,6.2,broken clouds
528,Suna,RU,57.8338,50.0588,37.62,67,10,6.38,clear sky
529,Uddevalla,SE,58.3478,11.9424,56.07,94,100,5.37,overcast clouds
530,Sao Desiderio,BR,-12.3633,-44.9733,102.99,14,26,7.05,scattered clouds
531,Taltal,CL,-25.4,-70.4833,61.39,72,94,6.29,overcast clouds
532,Ugoofaaru,MV,5.6667,73.0,82.36,79,32,14.65,scattered clouds
533,San Luis,AR,-33.295,-66.3356,71.11,27,0,11.21,clear sky
534,Kloulklubed,PW,7.0419,134.2556,82.9,77,100,22.84,overcast clouds
535,Anamur,TR,36.0751,32.8369,73.42,49,0,4.99,clear sky
536,Tutoia,BR,-2.7619,-42.2744,89.58,69,71,14.32,broken clouds
537,Havoysund,NO,70.9963,24.6622,39.43,64,100,29.89,light rain
538,Port Lincoln,AU,-34.7333,135.8667,48.78,80,99,7.7,overcast clouds
539,Huarmey,PE,-10.0681,-78.1522,69.37,74,51,12.46,broken clouds
540,Sobolevo,RU,54.4299,31.8996,39.4,62,28,5.84,scattered clouds
541,Quatre Cocos,MU,-20.2078,57.7625,72.09,79,35,12.48,light rain
542,Andenes,NO,69.3143,16.1194,37.38,65,75,9.22,broken clouds
543,Luanshya,ZM,-13.1367,28.4166,73.85,30,36,5.77,scattered clouds
544,Nikel,RU,69.4128,30.222,35.78,78,100,15.08,overcast clouds
545,Brainerd,US,46.358,-94.2008,70.09,73,90,6.91,overcast clouds
546,Talnakh,RU,69.4865,88.3972,35.58,100,100,10.09,light rain
547,Pathanamthitta,IN,9.2667,76.7833,76.32,94,44,1.63,scattered clouds
548,Eureka,US,40.8021,-124.1637,55.63,79,100,1.99,overcast clouds
549,Praia Da Vitoria,PT,38.7333,-27.0667,73.76,73,20,10.51,few clouds
550,Mitsamiouli,KM,-11.3847,43.2844,79.09,78,20,11.5,few clouds
551,Najran,SA,17.4924,44.1277,83.05,41,7,11.5,clear sky
552,Kabinda,CD,-6.1333,24.4833,74.07,63,89,3.09,overcast clouds
553,Moa,CU,20.6569,-74.9403,86.34,64,25,12.71,scattered clouds
554,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,87,100,6.82,overcast clouds
555,Iquique,CL,-20.2208,-70.1431,64.44,67,88,8.28,overcast clouds
556,Dehui,CN,44.5333,125.7,41.31,62,20,6.69,few clouds
557,Ocos,GT,14.5094,-92.1933,90.1,72,66,4.76,broken clouds
558,Yenagoa,NG,4.9247,6.2642,77.05,90,98,3.89,overcast clouds
559,Cap-Chat,CA,49.1001,-66.6821,57.2,72,67,18.41,broken clouds
560,Ranfurly,NZ,-45.1333,170.1,51.64,85,81,4.34,broken clouds
561,Plast,RU,54.3691,60.8136,38.73,77,6,7.52,clear sky
562,Aksu,CN,41.1231,80.2644,55.33,48,44,0.65,scattered clouds
563,Salmo,CA,49.1999,-117.2689,49.08,85,100,4.63,overcast clouds
564,Hanyang,CN,32.1371,105.5126,56.7,83,97,2.77,overcast clouds
565,Naryan-Mar,RU,67.6713,53.087,45.68,90,100,20.78,overcast clouds
566,Laguna,US,38.421,-121.4238,69.64,59,1,4.0,clear sky
567,Jiangyou,CN,31.7667,104.7167,60.78,90,59,1.59,light rain
568,Gumdag,TM,39.2061,54.5906,50.54,61,69,12.95,broken clouds
569,Wewak,PG,-3.5534,143.6268,77.77,88,20,6.44,few clouds
570,High Level,CA,58.5169,-117.136,28.51,100,90,5.75,mist
571,Prado,BR,-17.3411,-39.2208,81.03,61,14,13.27,few clouds
572,Paamiut,GL,61.994,-49.6678,36.48,63,3,11.45,clear sky
573,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,77,74,22.37,moderate rain
574,Nioro,GM,13.35,-15.75,90.09,61,100,2.75,overcast clouds
575,Coos Bay,US,43.3665,-124.2179,54.23,87,1,0.0,clear sky
576,Gari,RU,59.4307,62.3497,38.08,84,8,6.93,clear sky
577,Capaci,IT,38.1711,13.2393,67.75,78,59,21.0,broken clouds
578,Nyrob,RU,60.733,56.7202,37.56,95,75,5.46,broken clouds
579,Champerico,GT,14.3,-91.9167,90.14,67,78,4.83,broken clouds
580,Bilgram,IN,27.1833,80.0333,81.25,54,0,1.79,clear sky
581,Wajir,KE,1.7471,40.0573,88.38,31,22,10.0,few clouds
582,Novikovo,RU,51.1537,37.8879,42.82,52,29,7.11,scattered clouds
583,Deputatskiy,RU,69.3,139.9,17.91,78,99,7.0,overcast clouds
584,Damaturu,NG,11.747,11.9608,89.24,21,7,4.99,clear sky
585,Luanda,AO,-8.8368,13.2343,77.0,78,40,12.66,scattered clouds
586,Grand Island,US,40.925,-98.342,74.35,57,1,7.0,clear sky
587,Araouane,ML,18.9048,-3.5265,98.94,6,3,8.19,clear sky
588,Tomatlan,MX,19.9333,-105.25,89.56,61,34,4.23,scattered clouds
589,Odienne,CI,9.51,-7.5692,81.27,74,99,2.08,overcast clouds
590,Binzhou,CN,37.3667,118.0167,56.91,75,100,5.64,light rain
591,Vilhena,BR,-12.7406,-60.1458,86.22,58,20,10.36,few clouds
592,San Ramon,US,37.7799,-121.978,63.66,70,1,1.99,clear sky
593,Birjand,IR,32.8663,59.2211,72.07,15,0,11.5,clear sky
594,Ciudad Ojeda,VE,10.1964,-71.3082,88.29,64,40,8.39,scattered clouds
595,Shetpe,KZ,44.1667,52.1167,46.58,36,46,13.78,scattered clouds
596,Port Macquarie,AU,-31.4333,152.9167,62.89,81,85,13.82,overcast clouds
597,Jizan,SA,17.3333,42.6667,88.74,65,54,2.35,broken clouds
598,Yatou,CN,37.15,122.3833,60.48,78,100,4.65,light rain
599,Tiarei,PF,-17.5333,-149.3333,78.82,77,4,5.64,clear sky
600,Port Blair,IN,11.6667,92.75,79.02,89,100,12.84,overcast clouds
601,Varkaus,FI,62.3153,27.873,50.11,88,100,11.86,overcast clouds
602,Elizabeth City,US,36.2946,-76.2511,77.02,83,90,14.97,overcast clouds
603,Nyurba,RU,63.2842,118.3319,33.49,97,100,7.43,light snow
604,Mul,IN,20.0667,79.6667,76.69,89,27,0.45,scattered clouds
605,Arlit,NE,18.7369,7.3853,90.46,11,0,13.69,clear sky
606,Jamui,IN,24.9167,86.2167,81.95,74,65,3.6,broken clouds
607,Hegang,CN,47.4,130.3667,40.24,69,24,4.97,few clouds
608,Susanville,US,40.4163,-120.653,56.8,59,90,10.36,overcast clouds
609,Kangaatsiaq,GL,68.3065,-53.4641,29.37,61,50,7.61,scattered clouds
610,Chumikan,RU,54.7183,135.315,35.69,80,100,11.18,overcast clouds
611,Tianmen,CN,30.6516,113.1603,58.23,81,52,8.84,broken clouds
612,Aviles,ES,43.5547,-5.9248,68.38,76,0,6.91,clear sky
613,Pankrushikha,RU,53.8319,80.3406,38.07,91,100,10.33,overcast clouds
614,Lenger,KZ,42.183,69.8839,45.84,55,65,5.44,broken clouds
615,Luwuk,ID,-0.9516,122.7875,76.66,84,95,4.25,overcast clouds
616,Kalmunai,LK,7.4167,81.8167,80.67,78,74,10.87,broken clouds
617,Adet,ET,11.2644,37.4888,59.47,87,92,3.94,light rain
618,Mancio Lima,BR,-7.6142,-72.8958,89.67,62,75,3.44,broken clouds
619,Turinskaya Sloboda,RU,57.6232,64.3858,41.07,77,19,7.99,few clouds
620,Berlevag,NO,70.8578,29.0864,39.2,70,98,27.89,overcast clouds
621,Waharoa,NZ,-37.7667,175.7667,57.74,99,98,8.14,overcast clouds
622,Hwange,ZW,-18.3693,26.5019,83.3,27,49,2.3,scattered clouds
623,Portales,US,34.1862,-103.3344,86.32,31,28,1.99,scattered clouds
624,Piltene,LV,57.2243,21.6744,51.75,93,90,1.14,overcast clouds
625,Meulaboh,ID,4.1363,96.1285,76.08,89,100,3.91,overcast clouds
626,Fairbanks,US,64.8378,-147.7164,35.6,95,90,4.61,light rain
627,Cravo Norte,CO,6.3017,-70.2041,85.91,68,94,3.42,overcast clouds
628,Marsh Harbour,BS,26.5412,-77.0636,84.52,64,16,13.15,few clouds
629,Sorland,NO,67.667,12.6934,42.66,63,100,16.8,overcast clouds
630,Churapcha,RU,62.0025,132.4325,24.84,85,32,7.11,scattered clouds
631,Uribia,CO,11.7139,-72.266,94.26,42,29,23.11,scattered clouds
632,Flinders,AU,-34.5833,150.8552,61.21,80,73,3.47,broken clouds
633,Tari,NG,12.4086,4.4914,90.72,35,99,6.02,overcast clouds
634,Hounde,BF,11.5,-3.5167,87.19,47,99,5.82,overcast clouds
635,Litovko,RU,49.2361,135.1742,40.69,63,95,5.99,overcast clouds
636,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,82.4,34,6,8.63,clear sky
637,Mantua,IT,45.1667,10.7833,63.64,77,100,4.36,overcast clouds
638,Bulgan,MN,48.8125,103.5347,36.48,91,99,2.68,overcast clouds
639,Batagay,RU,67.6333,134.6333,26.58,56,100,8.03,overcast clouds
640,De Haan,BE,51.272,3.0429,61.99,78,0,1.14,clear sky
641,Rancho Palos Verdes,US,33.7445,-118.387,70.88,84,90,3.0,haze
642,Marawi,PH,7.9986,124.2928,68.65,94,100,1.45,overcast clouds
643,Ahuatempan,MX,18.4167,-98.0167,74.57,42,42,6.98,scattered clouds
644,Loukhi,RU,66.0764,33.0381,49.68,84,99,16.91,overcast clouds
645,Myitkyina,MM,25.3833,97.4,75.96,84,0,1.1,clear sky
646,Sioux Lookout,CA,50.1001,-91.917,69.87,68,20,8.05,few clouds
647,Capao Bonito,BR,-24.0058,-48.3494,59.31,88,100,8.25,overcast clouds
648,Piro,IN,25.3333,84.4167,81.97,72,100,4.97,overcast clouds
649,Grevena,GR,40.0845,21.4274,60.19,97,100,4.76,overcast clouds
650,Eyl,SO,7.9803,49.8164,78.42,79,80,19.3,broken clouds
651,Kembe,CF,4.6228,21.8865,75.33,83,72,3.69,broken clouds
652,Sweetwater,US,25.7634,-80.3731,91.99,68,75,1.01,broken clouds
653,Macamic,CA,48.7502,-78.9996,68.23,59,23,7.65,few clouds
654,Santa Ana,US,33.7456,-117.8678,72.64,79,90,1.01,haze
655,Sorkjosen,NO,69.8,20.9333,37.4,75,75,9.22,light intensity shower rain
656,Xam Nua,LA,20.4197,104.0439,64.35,91,89,1.59,overcast clouds
657,Tandur,IN,17.2333,77.5833,75.74,86,82,4.21,broken clouds
658,Le Vauclin,MQ,14.5452,-60.8388,84.25,79,90,12.66,overcast clouds
659,Walvis Bay,NA,-22.9575,14.5053,59.95,67,0,13.8,clear sky
660,Simdega,IN,22.6167,84.5167,79.05,72,91,3.27,overcast clouds
661,Nioki,CD,-2.7167,17.6833,78.6,71,85,3.76,light rain
662,Valparaiso,CL,-33.0393,-71.6273,60.44,64,20,9.22,few clouds
663,Bairiki,KI,1.3292,172.9752,80.6,78,20,5.75,few clouds
664,Port Hardy,CA,50.6996,-127.4199,44.6,93,90,5.75,overcast clouds
665,Puerto Quijarro,BO,-17.7833,-57.7667,90.77,49,55,4.65,broken clouds
666,Aksay,RU,47.26,39.87,48.42,38,50,16.67,scattered clouds
667,Ibra,OM,22.6906,58.5334,83.05,44,0,5.55,clear sky
668,Ferrol,ES,43.4832,-8.2369,75.45,84,13,1.45,few clouds
669,Dapdap,PH,12.062,125.4881,76.44,94,100,7.65,overcast clouds
670,Tocopilla,CL,-22.092,-70.1979,67.66,60,35,6.44,scattered clouds
671,Tungor,RU,53.3808,142.9564,33.64,74,79,8.05,broken clouds
672,Qasigiannguit,GL,68.8193,-51.1922,28.65,77,17,2.21,few clouds
673,Buzmeyin,TM,38.0507,58.2056,53.33,40,90,16.11,overcast clouds
674,Bilibino,RU,68.0546,166.4372,-2.0,98,87,4.07,overcast clouds
675,Alyangula,AU,-13.8483,136.4192,73.27,94,97,0.0,overcast clouds
676,Shizunai,JP,42.3339,142.3669,52.99,91,100,5.91,overcast clouds
677,Douglas,US,41.3,-96.167,73.98,80,90,1.99,overcast clouds
678,Wadena,US,46.4425,-95.1361,69.58,88,90,8.05,overcast clouds
679,Benton Harbor,US,42.1167,-86.4542,74.61,82,90,10.36,overcast clouds
680,Salisbury,GB,51.0693,-1.7957,64.56,88,75,10.36,broken clouds
681,Dhidhdhoo,MV,6.8833,73.1,81.91,81,41,15.12,scattered clouds
682,Gdansk,PL,54.3521,18.6464,56.08,92,90,8.05,overcast clouds
683,At-Bashi,KG,41.1702,75.8106,40.75,86,96,3.38,overcast clouds
684,Putineiu,RO,43.9,25.7333,54.32,68,100,17.52,overcast clouds
685,Whitehorse,CA,60.7161,-135.0538,34.57,93,90,13.0,overcast clouds
686,Talcahuano,CL,-36.7167,-73.1167,56.88,77,75,14.97,broken clouds
687,Waddan,LY,29.1614,16.139,83.57,18,0,6.2,clear sky
688,Santa Cruz Del Norte,CU,23.1539,-81.9236,90.21,68,40,13.0,scattered clouds
689,Balkhash,KZ,46.844,74.9804,41.05,45,1,10.45,clear sky
